slug,source,substrate,severity,prompt_injection,malicious_code,secret_exposure,untrusted_fetch,heuristic_hit_count,heuristic_flags,rationale,classifier_error,content_len,elapsed_s,stars,installs,official_badge,defender_positive
riza-mcp,glama,mcp,L1,False,False,False,False,0,,Wraps legitimate Riza sandbox API via straightforward adapter pattern. Code execution is sandboxed remotely. Minor: ensure API credentials handled securely.,,98,39.82,0,0,False,False
claude_code-multi-AI-MCP,glama,mcp,L1,False,False,False,False,0,,"Third-party integration tool connecting to known AI model APIs. No explicit malware, injection, or exfiltration. Risk: requires managing multiple API credentials and external service dependencies.",,207,16.79,0,0,False,False
rentcast-mcp-server,glama,mcp,L2,True,False,True,True,0,,Untrusted external API fetch (RentCast); requires API credentials; natural language queries enable injection/enumeration; standard data integration risk.,,257,28.79,0,0,False,False
mineru-mcp-server,glama,mcp,L1,False,False,False,False,0,,Legitimate document parsing service; transparent third-party API integration (Mineru). User-provided documents sent to known service. No exploitation or obfuscation signals.,,182,44.09,0,0,False,False
better-icons,glama,mcp,L1,False,False,False,True,0,,"Icon aggregator with benign asset content. Fetches from 150+ collections without mentioned verification; writes icon code directly to files. No exploit signals, but source validation absent.",,247,12.81,0,0,False,False
simple_orders_mcp,glama,mcp,L0,False,False,False,False,0,,"Practice project demonstrating MCP integration with basic order CRUD. No risky patterns (no fetch, credentials, injection attempts, or malicious code). Educational scope.",,235,21.77,0,0,False,False
Prediction-Examples-in-the-Alink-Tutorial,glama,mcp,L0,False,False,False,False,0,,"Tutorial examples for benign ML prediction tasks (GMV forecasting, sentiment analysis). No code execution, injection vectors, or security concerns.",,147,29.62,0,0,False,False
gkhays_mcp-sbom-server,glama,mcp,L0,False,False,False,False,0,,"Legitimate security tool using industry-standard Trivy for vulnerability scanning. SBOM generation is defensive, not exploitative. No injection, obfuscation, or credential misuse patterns.",,206,11.8,0,0,False,False
Imagen-MCP,glama,mcp,L2,False,False,True,True,0,,"Image generation plugin requires Google API credentials and performs unvalidated file operations. Main risks: credential exposure if not properly scoped/protected, path traversal/directory traversal v",,196,28.6,0,0,False,False
gpt-image-1-mcp-server,glama,mcp,L1,False,False,False,False,0,,"Straightforward image generation wrapper for OpenAI's API. Requires credentials (standard for API services) and downloads from trusted source. No evidence of injection, malware, or exfiltration attemp",,273,46.97,0,0,False,False
technitium-mcp-secure,glama,mcp,L2,True,False,False,False,0,,"MCP server controlling critical DNS infrastructure presents prompt injection risk via 20 tools; built-in protections (rate limiting, read-only modes) mitigate but don't eliminate LLM manipulation vect",,240,17.32,0,0,False,False
cdc-mcp,glama,mcp,L0,False,False,False,False,0,,"Public CDC dataset access via Socrata; read-only, no credentials, no code execution or system authority grants.",,237,26.21,0,0,False,False
mcp-grafana,glama,mcp,L2,False,False,True,True,0,,Grafana MCP exposes datasource credentials and vague 'surrounding ecosystem' scope. Risk: untrusted-fetch + secret-exposure of DB/API keys stored in datasources.,,128,42.52,0,0,False,False
riot-docs-mcp,glama,mcp,L0,False,False,False,False,0,,"Simple documentation reference for public Riot Games APIs. No code execution, injection vectors, credential handling, or untrusted content fetching.",,201,14.34,0,0,False,False
kritsxxxiva-sudo/cli,smithery,mcp,L2,False,False,False,False,0,,"Unverified plugin with suspicious naming (sudo in org), empty description, zero usage, recent creation. Pattern suggests potential privilege escalation attempt or masquerade tool. Requires code review",,463,32.2,0,0,False,False
k-targo-subway-mcp-server,glama,mcp,L0,False,False,False,False,0,,"Benign transit utility fetching from official Korean government ministry API. No code execution, credential mishandling, or suspicious patterns detected.",,172,42.36,0,0,False,False
memory-4,mcpmarket,mcp,,False,False,False,False,0,,,no JSON,20000,7.93,0,0,False,False
garmin-mcp,glama,mcp,L2,False,False,False,True,0,,Webhook-based collection of personal health data from Garmin; credential handling for API integration and webhook validation mechanisms not specified.,,260,22.21,0,0,False,False
api-doc-mcp,glama,mcp,L2,False,False,False,True,0,,Configurable web crawling fetches arbitrary external URLs and indexes their content for use by AI assistants. Creates content-poisoning risk and potential misuse if pointed at sensitive/private docume,,185,35.37,0,0,False,False
26APR2004/project-01,smithery,mcp,L1,False,False,False,False,0,,"Unverified third-party plugin (0 usage, undeployed); metadata contains no malicious signals, but lack of description and zero adoption suggest untested code.",,434,16.88,0,0,False,False
aoexl-mcp,glama,mcp,L1,False,False,False,False,0,,"Document signing tool using customer API keys for legitimate workflow operations. Multi-tenant auth and credential handling are standard practice. No evidence of injection, malware, or exfiltration.",,242,39.23,0,0,False,False
claude-octopus,glama,mcp,L1,False,False,False,False,0,,"MCP wrapper around Claude Agent SDK. Multi-agent spawning + custom system prompts create jailbreak/resource-exhaustion surface if clients untrusted, but no explicit exploit signals. Assumes authentica",,188,59.17,0,0,False,False
n2ns/ggmcp4vscode,smithery,mcp,L2,False,False,False,False,0,,"Unscoped shell execution, arbitrary file operations, and git access via MCP with no approval/confirmation visible. Risk if Claude or protocol layer is compromised.",,6040,32.53,0,0,False,False
mcp-wag,glama,mcp,L2,False,False,True,True,0,,Fetches from third-party Wag API and handles pet-owner credentials; browser automation + credential storage creates credential leakage/data exfiltration risk if scope unconstrained.,,244,45.26,0,0,False,False
tradestation_mcp,glama,mcp,L2,False,False,True,True,0,,Untrusted external API calls to financial service; handles trading credentials without documented safeguards for credential storage or accidental order execution.,,240,59.2,0,0,False,False
goose-2,mcpmarket,mcp,L1,False,False,False,True,0,,"Input is not a valid skill/plugin definition (HTML page markup only). Contains multiple untrusted external fetches: Google Analytics, BuySellAds ad network, GitHub CDN.",,20000,15.45,0,0,False,False
bn_cline_mcp,glama,mcp,L2,False,False,True,False,0,,Binary Ninja Personal License requires API authentication; bridging it through MCP without explicit credential scoping/encryption is risky. Unscoped binary analysis capability. Personal License ToS ma,,128,32.54,0,0,False,False
MCPGoogleAds,glama,mcp,L1,False,False,False,False,0,,"Legitimate Google Ads API integration. Credential handling required but no exfiltration signals. GAQL queries scoped to API operations, not arbitrary code.",,236,48.69,0,0,False,False
atlas-with-iris/vouch-mcp,smithery,mcp,L1,False,False,False,False,0,,"Third-party safety service with vague marketing claims ('deterministic', 'frictionless'), no code/payload shown. Low risk in isolation, but external dependency on undefined evaluation logic.",,312,19.22,0,0,False,False
websocket-enhancements,mcpmarket,mcp,L0,False,False,False,False,0,,"HTML/CSS markup for web page. No executable code, no skill/plugin payload. Google Analytics and CDN assets are standard web practice, not plugin functionality.",,20000,32.35,0,0,False,False
mcp-hub-mcp,glama,mcp,L1,False,False,False,False,0,,"Legitimate MCP hub/coordinator infrastructure. No explicit code execution, jailbreak payloads, or credential exfiltration. Supply chain risk if connected servers lack validation, but not evident from ",,85,47.49,0,0,False,False
leandrogavidia/vechain-mcp-server--,smithery,mcp,L1,False,False,False,False,0,,"VeChain dev tool for test wallet generation, local signing, and official doc queries. Standard Web3 testing utility, no exfiltration or malicious indicators.",,282,21.0,0,0,False,False
fusion360_mcp,glama,mcp,L1,False,False,False,False,0,,"MCP server translates NLP to Fusion 360 API calls. Python code execution scoped to 3D modeling operations within trusted CAD application. No credential mishandling, prompt injection, or untrusted cont",,268,37.81,0,0,False,False
lantlos95/wertls,smithery,mcp,L1,False,False,False,False,0,,"Unverified, empty description, zero usage, not deployed. No explicit risk signals in metadata; appears to be inactive/placeholder entry.",,418,51.24,0,0,False,False
Instantly-MCP,glama,mcp,L1,False,False,False,False,0,,Third-party API integration for email campaigns and lead management. Legitimate business functionality; no obfuscated code or prompt injection signals. Credential handling typical for API plugins.,,89,13.88,0,0,False,False
umbraco-mcp,glama,mcp,L2,False,False,False,False,0,,"Grants AI agents broad CMS back-office authority (user management, content types, templates, media) with vague 'permission-based' scoping. No explicit malicious code/injection, but unconstrained syste",,200,30.16,0,0,False,False
turf-mcp,glama,mcp,L0,False,False,False,False,0,,"Turf.js is a legitimate geospatial library providing pure computational operations (distance, geometry, transformations). No LLM interaction, credential handling, or external fetching. Benign utility.",,320,40.12,0,0,False,False
portkey-admin-mcp,glama,mcp,L1,False,False,False,False,0,,"Legitimate Portkey admin API integration; credentials required for auth are necessary; no prompt injection, malware, or exfiltration signals detected.",,84,18.54,0,0,False,False
freee-accounting-mcp,glama,mcp,L2,False,False,False,True,0,,Third-party accounting API requiring credential management. Untrusted fetch from freee API with broad financial authority (transaction/account management). Validation scope unclear.,,192,44.6,0,0,False,False
arturwyroslak/mcp-agent,smithery,mcp,L0,False,False,False,False,0,,"Legitimate configuration management tool. Manages session settings, logging, limits, and sandboxing. No external fetches, code execution, or malicious payloads detected.",,209,62.47,0,0,False,False
code-reasoning,glama,mcp,L0,False,False,False,False,0,,"Benign thinking/structuring tool for programming tasks. No external fetches, code execution, credential handling, or injection vectors detected.",,201,10.26,0,0,False,False
mcp-synology,glama,mcp,L1,False,False,False,False,0,,"Legitimate NAS management tool with security design (2FA, tiered permissions). No explicit injection/malware risks. File access standard but could enable misconfiguration. Low risk with proper scoping",,105,22.84,0,0,False,False
moralis-mcp-server,glama,mcp,L1,False,False,False,True,0,,"TypeScript wrapper for Moralis REST API via MCP. Read-only blockchain data retrieval, no exec/shell risks. External API dependency on third-party service; standard integration pattern.",,133,36.86,0,0,False,False
hexitex_MCP-Backup-Server,glama,mcp,L0,False,False,False,False,0,,"Local backup/restore utility for files and folders. No external network calls, credential handling, shell execution, or code manipulation patterns detected. Standard version control functionality.",,300,12.65,0,0,False,False
carla-mcp-server,glama,mcp,L1,True,False,False,False,0,,"Audio host NL interface with 45 tools; prompt injection risk via user input, but no explicit exploitation, malware, or credential theft. Scoped to audio domain.",,250,28.74,0,0,False,False
aci-mcp,glama,mcp,L2,True,False,False,True,0,,Executes arbitrary external functions from untrusted ACI.dev; user-intent driven discovery creates prompt-injection vector; unscoped function authority.,,208,48.6,0,0,False,False
mcp-dc,glama,mcp,L2,False,False,True,False,0,,Infrastructure automation tool with credential handling via Vault; no explicit vulnerabilities but credential transmission/storage implementation not detailed; standard L2 for secrets-aware tooling,,244,11.26,0,0,False,False
matt.ferrante/alkemi-ai,smithery,mcp,L2,False,False,True,True,0,,"Handles credentials for multiple external systems (Snowflake, BigQuery, DataBricks) without explicit secure credential management details; fetches external data via MCP without apparent scope/validati",,120,26.26,0,0,False,False
MCP-allthetools,glama,mcp,L0,False,False,False,False,0,,Benign test utility for validating client behavior with many tools. No security risk signals.,,52,34.21,0,0,False,False
APIWeaver,glama,mcp,L2,False,False,True,True,0,,Dynamic REST API registration enables untrusted external fetches; credential handling for multiple auth methods creates secret exposure vector if malicious APIs registered.,,246,14.52,0,0,False,False
mcp-googlesheet,glama,mcp,L2,False,False,True,True,0,,Untrusted spreadsheet contents (user-controlled data) flow into Claude context without sanitization. Google OAuth credentials required but credential storage/scope unclear. Potential injection vector ,,234,30.15,0,0,False,False
mcp-docs-service,glama,mcp,L0,False,False,False,False,0,,"Standard markdown documentation tool with document management, metadata, search, and health analysis. No code execution, external fetches, credential handling, or injection patterns detected.",,223,41.89,0,0,False,False
mcp-compressor,glama,mcp,L1,False,False,False,False,0,,Proxy in privileged position that modifies/compresses tool descriptions; could theoretically strip safety info or mask dangerous tools. Stated purpose is legitimate cost reduction; no explicit malicio,,259,18.45,0,0,False,False
google-suite-mcp,glama,mcp,L1,False,False,False,False,0,,"Legitimate Google Workspace MCP integration using standard OAuth2 delegation. No explicit jailbreaks, malware, or credential exfiltration. Minor concerns: broad scope (82 tools read/write) and missing",,139,36.22,0,0,False,False
Moiuid/image,smithery,mcp,L1,False,False,False,True,0,,"Unverified plugin, zero usage, empty description, incomplete GitHub URL (ends 'image-'), newly created. Minor icon fetch via DuckDuckGo. No explicit malicious signals but low trust signals.",,442,50.12,0,0,False,False
mpuhacz/aaaa-remove,smithery,mcp,L0,False,False,False,False,0,,"Benign greeting generator with pirate voice option. Pure text generation, no code execution, external fetches, or injection vectors.",,154,7.11,0,0,False,False
vivid/vivid-mcp,smithery,mcp,L2,False,False,True,True,0,,Third-party financial service integration requiring document uploads to external Vivid service; unscoped account-opening authority without explicit per-operation confirmation.,,241,30.99,0,24,True,False
chrome-mcp-fix,glama,mcp,L2,False,False,True,False,0,,Accesses active login states (session tokens/cookies) + screen capture + network monitoring on authenticated pages. Broad automation over credentialed sessions without mentioned safeguards or scope li,,292,44.04,0,0,False,False
mysql-mcp-server-by-cdata,glama,mcp,L2,True,False,True,True,0,,"MCP database tools require credentials (L2 secret exposure risk) and can enable SQL injection if prompts aren't parameterized. Fetches untrusted DB content. CData is legitimate (low malware risk), but",,25,14.77,0,0,False,False
methods-mcp,glama,mcp,L0,False,False,False,False,0,,"Legitimate bioinformatics research tool using containerized R. Specific scoped adapters for trusted Bioconductor packages (limma, DESeq2, fgsea). Containerization is security best practice. No credent",,265,26.4,0,0,False,False
mcp_dockerized,glama,mcp,L0,False,False,False,False,0,,"Containerized MCP transport layer with API key auth. Standard infrastructure component with appropriate security controls (isolation, auth, scoped access). No risk signals.",,146,42.87,0,0,False,False
QEMU-MCP,glama,mcp,L2,False,False,True,False,0,,"Legitimate forensics tool but has broad VM access: memory dumping can expose guest secrets, debugging enables code inspection. Scoped to QEMU VMs not host, but significant capability.",,262,17.77,0,0,False,False
askdocs-mcp,glama,mcp,L0,False,False,False,False,0,,"Benign RAG document search tool. Local Ollama embeddings, scoped PDF retrieval, no credential handling or untrusted fetches indicated.",,162,29.56,0,0,False,False
yuhuison/wiki-mcp,smithery,mcp,L1,False,False,False,False,0,,"Unverified, undocumented MCP plugin with zero deployments. Metadata-only risk; no explicit malware, injection, or exfil signals. Low trust due to missing description and verification.",,423,41.1,0,0,False,False
infomate-mcp,glama,mcp,L2,True,False,False,True,0,,"Fetches unvalidated content from external infomate.club/vas3k. If used in LLM prompts, compromised site or injection payloads in aggregated content could exploit host. No validation mechanism describe",,247,14.21,0,0,False,False
jana-mcp-server,glama,mcp,L0,False,False,False,False,0,,"Legitimate environmental data access tool querying established public APIs (OpenAQ, Climate TRACE). No injection vectors, malware, credential risks, or untrusted endpoints.",,286,24.89,0,0,False,False
mcp-linkedin,glama,mcp,L1,False,False,True,False,0,,"Legitimate LinkedIn API job search wrapper. Primary risk: credential management for API keys not detailed. File access (resume.md) is intended feature, not vulnerability. No code execution or jailbrea",,253,46.84,0,0,False,False
markdownify-mcp-http-server,glama,mcp,L1,False,False,False,True,0,,"Processes untrusted files (PDFs, images, Office docs) and fetches external web content (YouTube, Bing). Conversion to Markdown for LLM consumption is inherent design; no code execution or credential m",,262,15.05,0,0,False,False
wcgw,glama,mcp,L2,False,False,True,False,0,,Arbitrary unscoped shell execution ('any cli command') + file editing + GitHub CLI access creates secret exposure risk. Broad command capability warrants L2 caution.,,298,30.84,0,0,False,False
par5-mcp,glama,mcp,L2,False,False,False,True,0,,Parallel shell execution + URL processing (untrusted fetch). Multi-provider API integration (Claude/Gemini/Codex) suggests credential handling. No explicit validation/sandboxing mentioned.,,208,42.08,0,0,False,False
MCP_SERVER,glama,mcp,L0,False,False,False,False,0,,"Standard MCP infrastructure tool using FastAPI. No malicious patterns, code execution risks, untrusted fetches, or credential misuse signals in description.",,212,10.92,0,0,False,False
chunkhound,glama,mcp,L0,False,False,False,False,0,,"Local-first code analysis tool. No prompt injection attempts, external fetch, credential exfiltration, or code execution capabilities detected. Standard semantic search and parsing for architectural d",,318,27.56,0,0,False,False
local-lens,glama,mcp,L2,True,False,True,False,0,,"Captures network requests & backend logs containing secrets (API keys, tokens) and sends unfiltered data to external LLMs via MCP; prompt injection risk from log contents. Local dev context mitigates ",,292,46.65,0,0,False,False
crawl-mcp,glama,mcp,L2,False,False,False,True,0,,"Fetches unvalidated content from arbitrary sources (web, PDF, YouTube, Google Search). Risk of prompt injection via untrusted content; sanitization unclear.",,269,13.86,0,0,False,False
mcp-data-processor,glama,mcp,L1,False,False,False,True,0,,"Data query tool with external WebSocket connectivity to third-party platform. No prompt injection, malware, or credential exfiltration signals. Access to sensitive business data requires scoped permis",,197,31.54,0,0,False,False
M1Vision/n8n-generator,smithery,mcp,L1,False,False,False,False,0,,"Unverified, undeployed, zero-usage generator with empty description. Quality/transparency concerns but no explicit security risks detected.",,479,48.02,0,0,False,False
renCosta2025/my-personal-notion-mcp-server,smithery,mcp,L1,False,False,True,False,0,,"Unverified Notion MCP server; zero adoption, empty docs. Typical API integration risks (credential handling) for unvetted code, but no explicit malicious signals in metadata.",,543,18.26,0,0,False,False
sendmail-mcp,glama,mcp,L1,False,False,False,False,0,,Legitimate email tool using standard Nodemailer library. Requires SMTP credentials (config-scoped). Audit logging present. No explicit vulnerabilities or misuse patterns evident.,,159,45.8,0,0,False,False
MCP_NIH_Reporter,glama,mcp,L0,False,False,False,False,0,,"Straightforward wrapper around legitimate public NIH Reporter API. No credentials, no untrusted fetches, no code execution. Accesses public research metadata only.",,283,55.17,0,0,False,False
choudhary-github/learning-mcp,smithery,mcp,L0,False,False,False,False,0,,"Echo/reflection utility for testing; no injection attempts, malware, credential handling, or untrusted fetches. Intended behavior is predictable message reflection.",,174,7.84,0,0,False,False
image-generator-1,mcpmarket,mcp,L1,False,False,False,True,0,,"Next.js web app page with Google Analytics & ad network (BuySellAds) loads. Standard web infrastructure, no code execution or credential risks.",,20000,28.57,0,0,False,False
engram-mcp,glama,mcp,L1,False,False,False,False,0,,"Local SQLite memory system with standard DBMS features. Large tool surface (32) + filtering logic warrant validation, but no code execution, credential handling, or injection vectors evident in descri",,290,40.94,0,0,False,False
jupyter-earth-mcp-server,glama,mcp,L1,False,False,False,False,0,,"MCP server for NASA data downloads in Jupyter. No explicit injection, malware, or credential handling. Input validation on download paths/URLs unspecified; ambiguous cases default L1.",,163,17.87,0,0,False,False
Weave_Protocol,glama,mcp,L1,False,False,False,True,0,,"Defensive security tool for vetting MCP servers. Potential low risk from fetching server manifests/metadata during vetting, but no evidence of blind execution or exfiltration. Purpose is protective.",,117,32.61,0,0,False,False
mcp-norwegian-companies,glama,mcp,L0,False,False,False,False,0,,"Read-only access to official Norwegian govt registry (Brønnøysundregistrene). Public data queries only, no code execution, credentials, or manipulation risks.",,281,40.2,0,0,False,False
sirajfarhan/convex-rag-search,smithery,mcp,L1,False,False,False,False,0,,"Unverified extension with zero usage, missing description, and no deployment history; quality/vetting risk but no explicit security threats in metadata.",,504,12.94,0,0,False,False
bitnovo/mcp-bitnovo-pay,smithery,mcp,L2,False,False,True,True,0,,"Unverified payment MCP (verified=false, useCount=0). Bitnovo integration implies API credential handling and external payment API calls. Empty description signals lack of transparency. No active deplo",,484,27.17,0,0,False,False
mcp_sg_mail,glama,mcp,L2,False,False,False,False,0,,Grants unrestricted email sending authority via SendGrid credentials; arbitrary recipient targeting (CC/BCC); file attachment feature enables data transmission with minimal oversight.,,195,57.1,0,0,False,False
poe-proxy-mcp,glama,mcp,L2,False,False,True,True,0,,"Proxies to external Poe.com API; files shared with third-party models. Poe credentials likely required; proxy intercepts user-model communication, creating secret and data exfiltration risk.",,163,13.84,0,0,False,False
perplexity-mcp,smithery,mcp,L1,False,False,False,True,1,malicious_code,"Non-essential convenience tool; external web search via Perplexity is documented purpose; credentials used legitimately for API auth; no exfiltration, jailbreak, or malware vectors.",,4162,32.29,0,0,False,False
volume-wall-detector-mcp,glama,mcp,L0,False,False,False,False,0,,"Legitimate financial data analysis tool. Order book fetching and volume analysis are standard features. No prompt injection, malware, credential exfiltration, or arbitrary execution indicators.",,202,47.99,0,0,False,False
lance-mcp,glama,mcp,L0,False,False,False,False,0,,Legitimate document RAG tool via MCP+LanceDB. No injection/malware/exfil signals. Risks are deployment-dependent (access control).,,240,14.69,0,0,False,False
Sympathy-MCP,glama,mcp,L2,False,False,True,True,0,,"MCP server grants AI agents broad command execution and file access on infrastructure VMs. Risk: untrusted VM output could enable prompt injection, unscoped system authority grant, credentials exposed",,220,39.12,0,0,False,False
Mockup-MCP,glama,mcp,L2,False,False,True,False,0,,Smart home integration requires unscoped device credentials; natural language control over physical devices without specified isolation/auth constraints presents medium risk.,,252,60.98,0,0,False,False
Yi-FSA/my-mcp-server,smithery,mcp,L1,False,False,False,True,0,,"Non-essential convenience features (greetings, calculations, image generation, time/reference lookups). Multiple external API calls expected for stated functionality; no obfuscation, credential misuse",,191,13.52,0,0,False,False
artiomdiu/mastra-ai-course,smithery,mcp,L1,False,False,False,True,0,,"Unverified third-party repo, zero deployments/usage, empty description. Would fetch untrusted code from GitHub. No explicit malicious indicators.",,494,27.28,0,0,False,False
Local-Snowflake-MCP-Server,glama,mcp,L1,False,False,True,False,0,,Database credentials required; claims secure handling but implementation unclear. SQL generation from Claude poses injection risk without parameterization. Local integration reduces remote attack surf,,228,46.71,0,0,False,False
BrowserMCP,glama,mcp,L2,False,False,True,True,0,,"Untrusted content fetch: navigates arbitrary URLs based on user input. Could expose credentials/sensitive data from visited websites in returned content. No RCE, malware, or explicit prompt-injection ",,174,25.83,0,0,False,False
powerbi-mcp,glama,mcp,L1,False,False,False,False,0,,"Enterprise data integration with trusted Microsoft service. Legitimate query interface. Risks around credential handling and DAX parameterization are typical for data integrations, not explicit in des",,179,40.96,0,0,False,False
lexq-cli,glama,mcp,L1,False,False,False,False,0,,Business rule management tools; no malware/injection/credential risks. Ambiguous 'integrations' scope prevents L0 classification per conservative default.,,159,59.88,0,0,False,False
Shopify_store-MCP,glama,mcp,L2,False,False,True,True,0,,External API access requiring store credentials; GraphQL mutations/file uploads grant unconstrained authority over live e-commerce data. Logging could expose secrets if unfiltered. Mitigations (rate l,,266,18.81,0,0,False,False
libralm_mcp_server,glama,mcp,L1,False,False,False,True,0,,"Non-essential third-party content (AI-generated summaries fetched from external service). Benign use case, no code execution or credential handling risks.",,217,37.62,0,0,False,False
lightcms,glama,mcp,L0,False,False,False,False,0,,"Generic product description with no implementation details, code, or risk signals. Cannot assess without actual artifact.",,72,49.1,0,0,False,False
memento-mcp,glama,mcp,L0,False,False,False,False,0,,"Benign description of a knowledge graph memory system. No code execution, data fetching, credential handling, or injection vectors mentioned. Purely functional capability description.",,132,8.12,0,0,False,False
excalidraw-architect-mcp,glama,mcp,L0,False,False,False,False,0,,"Benign diagram generation tool; no code execution, credentials, or untrusted content fetch. Legitimate architecture visualization use case.",,157,18.44,0,0,False,False
nefesh-mcp-server,glama,mcp,L2,False,False,True,True,0,,"Biometric data (cardiovascular, vocal, visual) transmitted via HTTP without specified encryption/auth. Unvalidated endpoints. Grants AI agents sensitive human state access.",,241,39.44,0,0,False,False
react-mcp,glama,mcp,L0,False,False,False,False,0,,"Standard LLM-assisted React development tool. No evidence of exploits, malware, credential mishandling, or unsafe integration patterns. Legitimate productivity plugin.",,116,12.33,0,0,False,False
code-graph-context,glama,mcp,L0,False,False,False,False,0,,"Static code analysis tool using standard AST and Neo4j. No malware distribution, credential exfiltration, or prompt injection attempts evident. Legitimate code understanding use case.",,252,27.61,0,0,False,False
gem_mcp,glama,mcp,L1,False,False,False,False,0,,Fetches public procurement data from official GeM (India govt); non-essential third-party integration; no identified security vulnerabilities or code execution risks.,,269,46.1,0,0,False,False
GIT-Pilot,glama,mcp,L2,False,False,True,False,0,,GitHub API wrapper handling authentication tokens without explicit secret isolation/scoping details. Token exposure risk if credentials leak or tool is misconfigured. Otherwise standard GitHub operati,,206,15.86,0,0,False,False
mcp-docs-rag,glama,mcp,L0,False,False,False,False,0,,"Standard RAG tool querying local documents via LLM. No code execution, remote fetches, or explicit dangerous behaviors. Operational risks (document content, secret exposure) are user responsibility, n",,181,34.33,0,0,False,False
go_serper_mcp_server,glama,mcp,L2,True,False,True,True,0,,Scrapes untrusted webpage content + search results; injection-susceptible if host LLM incorporates unsanitized output. Serper API key exposure if misconfigured.,,227,48.61,0,0,False,False
kgraph,glama,mcp,L0,False,False,False,False,0,,"Code analysis and navigation tool with standard static analysis features (semantic search, graph tracking, indexing). No malicious intent, untrusted fetches, or system authority grants indicated.",,217,12.25,0,0,False,False
home-assistant-mcp,glama,mcp,L2,False,False,True,True,0,,"Integrates with Home Assistant (untrusted external system) to control physical security devices (locks, alarms) via natural language. Requires credential handling (HA tokens) with unclear security gua",,217,31.0,0,0,False,False
mdx-mcp-server,glama,mcp,L1,True,True,False,False,0,,"File conversion tool for MDX→Markdown. MDX parsing requires input validation (JSX content risk), but conversion approach and stated 'built-in security' mitigate execution risk. No external fetches or ",,236,47.74,0,0,False,False
quantum_ring,glama,mcp,L1,False,False,False,False,0,,Credential manager with OS-vault integration; claims to prevent plaintext leaks. Vague quantum-inspired terminology and no implementation details shown. No explicit attack vectors detected.,,254,11.55,0,0,False,False
gitlab-ci-mcp,glama,mcp,L2,True,False,True,True,0,,"Fetches untrusted repository content (files, PRs, commits) that can prompt-inject LLM. CI/CD systems expose environment secrets/variables. Requires GitLab API credentials with broad authority.",,184,31.18,0,0,False,False
terminal.shop.mcp,glama,mcp,L2,False,False,True,True,0,,Untrusted external API fetch to Terminal.shop; grants financial authority to place orders (unscoped money risk). No explicit constraints on order approval. Payment credential handling creates exposure,,173,49.25,0,0,False,False
MCP4EDA,glama,mcp,L2,False,False,True,True,0,,"EDA tool integration requires shell execution for synthesis/simulation. Risks: unscoped command invocation, EDA license credential exposure, untrusted tool output parsing.",,228,13.95,0,0,False,False
